hour_of_day,day_of_week,party_size,tables_occupied,tables_total,queue_length,avg_party_size_ahead,occupancy_rate,is_peak_hour,is_weekend,wait_minutes
14,2,5,23,28,1,3.8,0.821,1,0,13.0
17,4,3,12,28,0,4.78,0.429,0,0,5.8
16,3,3,12,28,7,1.96,0.429,0,0,4.0
12,1,2,0,28,10,2.17,0.0,0,0,5.4
22,0,2,6,28,14,1.55,0.214,1,0,4.9
19,1,8,23,28,9,3.22,0.821,1,0,120.0
15,3,2,12,28,0,4.35,0.429,1,0,6.6
22,0,5,17,28,12,2.92,0.607,1,0,58.7
14,2,2,2,28,2,2.25,0.071,1,0,3.5
12,1,4,6,28,0,4.37,0.214,0,0,6.7
21,0,4,16,28,9,4.43,0.571,1,0,38.7
12,3,4,13,28,1,4.33,0.464,0,0,7.4
19,5,1,11,28,13,2.86,0.393,1,1,7.3
15,2,3,7,28,2,3.13,0.25,1,0,4.5
19,6,2,3,28,9,2.14,0.107,1,1,7.7
14,0,4,15,28,11,2.24,0.536,1,0,39.8
18,1,3,13,28,2,1.62,0.464,0,0,4.8
11,6,4,16,28,13,2.88,0.571,0,1,48.0
19,2,2,2,28,11,4.93,0.071,1,0,7.9
12,6,3,4,28,9,1.94,0.143,0,1,2.8
13,0,6,4,28,6,2.2,0.143,1,0,4.5
17,2,2,19,28,0,2.49,0.679,0,0,5.0
12,5,3,18,28,10,4.14,0.643,0,1,36.0
15,1,2,11,28,10,2.63,0.393,1,0,5.4
11,5,6,10,28,12,1.73,0.357,0,1,5.1
20,2,4,21,28,2,3.2,0.75,1,0,10.8
22,5,4,22,28,7,2.39,0.786,1,1,71.3
16,0,2,13,28,13,4.18,0.464,0,0,7.0
21,0,6,1,28,0,1.67,0.036,1,0,4.2
20,1,2,11,28,12,4.35,0.393,1,0,5.7
22,1,3,1,28,8,1.63,0.036,1,0,7.1
13,0,5,21,28,12,3.53,0.75,1,0,97.8
14,0,3,4,28,5,4.32,0.143,1,0,6.4
15,4,3,15,28,5,1.67,0.536,1,0,15.4
20,5,2,15,28,14,1.63,0.536,1,1,49.4
22,6,4,22,28,8,1.75,0.786,1,1,80.8
13,2,4,3,28,8,4.52,0.107,1,0,2.9
21,1,2,12,28,13,2.34,0.429,1,0,7.5
17,1,3,16,28,10,3.96,0.571,0,0,27.3
21,3,2,7,28,0,4.71,0.25,1,0,6.4
19,4,3,23,28,6,2.76,0.821,1,0,49.7
20,3,4,5,28,10,3.9,0.179,1,0,2.2
13,2,2,3,28,1,4.26,0.107,1,0,3.2
16,6,2,10,28,13,2.2,0.357,0,1,2.7
18,4,2,1,28,6,2.83,0.036,0,0,2.1
18,5,4,12,28,2,1.61,0.429,0,1,3.2
14,4,5,3,28,4,3.44,0.107,1,0,3.3
18,3,6,2,28,10,3.59,0.071,0,0,3.2
11,5,1,22,28,14,4.04,0.786,0,1,73.6
22,2,10,12,28,14,4.08,0.429,1,0,6.2
19,1,2,22,28,13,3.52,0.786,1,0,84.7
12,5,4,4,28,12,3.57,0.143,0,1,5.2
20,4,3,13,28,0,3.12,0.464,1,0,5.6
20,2,3,18,28,9,2.17,0.643,1,0,42.1
19,0,4,4,28,10,2.06,0.143,1,0,2.1
11,0,3,24,28,5,1.76,0.857,0,0,38.3
16,3,4,4,28,13,3.88,0.143,0,0,3.6
18,4,3,6,28,14,1.57,0.214,0,0,5.4
15,5,4,23,28,1,4.44,0.821,1,1,8.9
20,1,6,18,28,3,3.42,0.643,1,0,17.6
21,0,3,0,28,5,3.35,0.0,1,0,3.7
12,6,6,17,28,0,3.71,0.607,0,1,5.0
14,0,2,18,28,1,3.47,0.643,1,0,5.5
13,5,4,11,28,11,4.03,0.393,1,1,5.5
11,5,3,23,28,0,2.97,0.821,0,1,5.0
18,3,3,10,28,11,3.96,0.357,0,0,7.8
19,3,3,12,28,1,2.52,0.429,1,0,3.8
13,3,2,4,28,1,2.37,0.143,1,0,6.9
15,3,3,20,28,3,1.87,0.714,1,0,16.3
21,4,2,0,28,10,1.94,0.0,1,0,4.7
14,6,8,6,28,9,3.11,0.214,1,1,3.3
14,5,1,16,28,13,3.02,0.571,1,1,43.9
18,1,4,21,28,13,1.71,0.75,0,0,68.8
16,3,4,4,28,10,3.29,0.143,0,0,5.1
13,2,2,23,28,8,4.74,0.821,1,0,68.1
13,0,2,8,28,6,4.15,0.286,1,0,7.0
13,6,4,9,28,14,1.55,0.321,1,1,2.6
18,4,4,16,28,1,3.24,0.571,0,0,5.0
20,4,2,4,28,7,4.21,0.143,1,0,2.2
17,5,5,11,28,9,4.57,0.393,0,1,3.9
15,6,2,19,28,3,2.6,0.679,1,1,14.8
16,0,2,6,28,6,4.27,0.214,0,0,3.4
14,4,5,6,28,0,3.24,0.214,1,0,4.8
13,2,2,0,28,3,4.18,0.0,1,0,6.3
18,6,2,11,28,13,4.92,0.393,0,1,3.4
22,1,3,13,28,2,4.74,0.464,1,0,2.1
17,1,8,5,28,8,4.56,0.179,0,0,4.3
21,5,2,18,28,3,2.37,0.643,1,1,19.8
22,2,3,2,28,13,3.33,0.071,1,0,5.2
13,1,1,8,28,5,1.84,0.286,1,0,2.6
19,6,2,1,28,5,4.75,0.036,1,1,7.9
14,1,5,21,28,12,3.13,0.75,1,0,95.7
14,6,6,5,28,11,2.36,0.179,1,1,2.6
14,1,4,6,28,9,4.98,0.214,1,0,2.6
20,0,3,11,28,2,2.55,0.393,1,0,3.7
16,3,2,23,28,12,1.83,0.821,0,0,72.5
13,6,2,6,28,10,2.76,0.214,1,1,4.7
20,0,3,12,28,12,4.37,0.429,1,0,6.2
14,6,3,14,28,10,4.29,0.5,1,1,39.4
19,0,6,18,28,6,3.91,0.643,1,0,35.2
18,2,2,16,28,12,4.22,0.571,0,0,33.9
22,6,4,21,28,14,2.26,0.75,1,1,120.0
15,2,3,20,28,10,3.0,0.714,1,0,57.7
19,5,3,1,28,14,3.24,0.036,1,1,7.4
21,5,2,0,28,14,2.29,0.0,1,1,4.4
12,5,4,22,28,10,3.92,0.786,0,1,72.5
20,4,2,13,28,4,3.7,0.464,1,0,5.5
13,5,6,15,28,12,2.8,0.536,1,1,69.2
16,6,2,17,28,4,4.09,0.607,0,1,15.1
13,5,4,5,28,0,1.63,0.179,1,1,5.0
14,6,2,18,28,7,4.95,0.643,1,1,32.5
18,1,2,1,28,3,2.15,0.036,0,0,4.2
12,6,4,10,28,2,1.83,0.357,0,1,4.6
15,1,2,20,28,10,4.45,0.714,1,0,51.7
16,6,3,2,28,14,4.87,0.071,0,1,6.7
15,2,4,6,28,5,4.73,0.214,1,0,7.0
12,2,4,19,28,4,1.62,0.679,0,0,17.2
11,2,4,6,28,4,2.02,0.214,0,0,7.0
19,6,5,16,28,13,2.78,0.571,1,1,73.0
13,3,6,12,28,3,4.21,0.429,1,0,2.3
22,0,3,16,28,1,4.26,0.571,1,0,10.7
20,2,1,17,28,7,3.64,0.607,1,0,20.6
22,0,4,22,28,4,3.65,0.786,1,0,37.6
13,0,2,4,28,5,3.71,0.143,1,0,5.3
19,5,2,9,28,13,3.72,0.321,1,1,3.1
22,3,2,5,28,11,2.15,0.179,1,0,5.0
12,5,3,6,28,2,3.7,0.214,0,1,2.3
21,2,3,17,28,10,2.69,0.607,1,0,38.4
20,4,2,2,28,9,3.24,0.071,1,0,5.3
11,4,4,22,28,14,2.8,0.786,0,0,78.6
15,3,2,8,28,3,4.09,0.286,1,0,6.6
16,1,2,17,28,10,4.36,0.607,0,0,26.5
15,2,1,13,28,8,3.85,0.464,1,0,2.3
22,5,3,2,28,1,1.77,0.071,1,1,6.8
15,6,3,20,28,0,3.47,0.714,1,1,5.0
12,6,3,2,28,4,2.92,0.071,0,1,2.2
11,0,2,7,28,4,4.55,0.25,0,0,6.5
18,1,2,8,28,4,2.87,0.286,0,0,6.6
14,6,2,20,28,14,1.69,0.714,1,1,85.2
11,5,8,7,28,2,4.97,0.25,0,1,3.9
11,2,2,17,28,3,2.88,0.607,0,0,5.0
12,3,3,2,28,7,4.85,0.071,0,0,4.6
16,5,6,10,28,11,2.23,0.357,0,1,5.0
16,3,3,12,28,11,4.39,0.429,0,0,4.7
14,4,10,15,28,13,3.21,0.536,1,0,82.4
12,0,2,4,28,13,2.64,0.143,0,0,4.0
17,5,3,5,28,1,2.74,0.179,0,1,5.1
21,5,2,2,28,3,4.69,0.071,1,1,7.8
19,6,10,9,28,1,3.05,0.321,1,1,5.3
17,5,3,23,28,4,4.47,0.821,0,1,32.0
20,0,2,23,28,1,2.72,0.821,1,0,5.0
19,5,3,15,28,11,4.59,0.536,1,1,48.1
16,6,2,21,28,14,4.95,0.75,0,1,63.8
12,1,3,13,28,10,3.74,0.464,0,0,7.9
14,0,1,13,28,9,4.51,0.464,1,0,2.8
19,3,4,7,28,9,4.57,0.25,1,0,6.1
18,3,6,20,28,0,2.89,0.714,0,0,5.0
18,2,2,24,28,8,2.45,0.857,0,0,57.7
17,5,8,6,28,7,3.33,0.214,0,1,2.1
21,1,5,19,28,3,4.6,0.679,1,0,19.9
21,1,3,7,28,13,2.6,0.25,1,0,5.5
22,2,3,0,28,7,2.66,0.0,1,0,3.7
18,4,2,5,28,11,3.83,0.179,0,0,5.4
15,5,3,12,28,6,4.52,0.429,1,1,3.9
22,5,4,20,28,9,2.44,0.714,1,1,70.7
16,4,6,12,28,13,3.41,0.429,0,0,3.3
19,5,2,11,28,7,4.03,0.393,1,1,2.2
21,3,3,14,28,7,3.05,0.5,1,0,21.5
19,0,10,19,28,12,3.22,0.679,1,0,108.5
11,3,4,1,28,1,4.56,0.036,0,0,3.3
11,6,2,15,28,12,2.15,0.536,0,1,30.0
12,3,3,6,28,6,3.34,0.214,0,0,2.1
11,2,2,13,28,13,2.09,0.464,0,0,4.1
22,3,8,1,28,6,4.4,0.036,1,0,3.1
17,3,4,14,28,4,2.56,0.5,0,0,9.4
12,5,4,11,28,9,3.55,0.393,0,1,4.2
15,0,3,19,28,0,2.9,0.679,1,0,5.0
22,2,8,10,28,12,4.24,0.357,1,0,5.2
20,1,10,15,28,0,4.63,0.536,1,0,5.0
20,1,2,4,28,7,4.48,0.143,1,0,5.5
20,6,6,17,28,4,1.87,0.607,1,1,23.6
15,4,4,24,28,6,2.59,0.857,1,0,75.9
16,1,2,17,28,0,2.68,0.607,0,0,5.0
15,1,3,11,28,10,3.02,0.393,1,0,4.7
17,2,2,7,28,7,2.35,0.25,0,0,3.2
11,3,2,3,28,5,1.99,0.107,0,0,7.0
20,0,3,12,28,14,3.87,0.429,1,0,2.2
21,3,3,18,28,6,3.28,0.643,1,0,32.2
12,5,2,4,28,13,4.8,0.143,0,1,4.5
22,5,8,24,28,11,3.81,0.857,1,1,120.0
11,2,6,12,28,1,4.89,0.429,0,0,5.8
19,2,3,11,28,5,4.61,0.393,1,0,5.1
21,4,2,8,28,12,4.0,0.286,1,0,4.4
21,6,5,10,28,8,2.15,0.357,1,1,4.4
17,6,8,5,28,2,4.79,0.179,0,1,2.8
12,4,1,6,28,4,1.96,0.214,0,0,4.1
18,3,2,10,28,2,1.72,0.357,0,0,8.0
17,3,3,15,28,1,1.56,0.536,0,0,5.0
22,3,2,21,28,0,2.88,0.75,1,0,5.0
14,1,3,21,28,7,2.54,0.75,1,0,44.5
15,6,2,3,28,12,3.98,0.107,1,1,5.1
20,2,2,15,28,2,2.28,0.536,1,0,8.3
11,3,2,4,28,1,3.89,0.143,0,0,7.4
15,2,4,14,28,10,4.0,0.5,1,0,33.1
18,5,3,4,28,0,2.23,0.143,0,1,4.5
22,6,2,7,28,5,2.61,0.25,1,1,2.9
20,1,2,15,28,1,4.09,0.536,1,0,7.1
13,6,3,7,28,0,2.95,0.25,1,1,4.3
21,6,4,18,28,12,1.58,0.643,1,1,73.2
18,0,5,24,28,4,3.53,0.857,0,0,41.4
19,6,3,14,28,9,3.03,0.5,1,1,35.3
18,3,3,18,28,13,1.74,0.643,0,0,43.2
20,1,2,23,28,5,2.88,0.821,1,0,38.6
11,2,4,1,28,1,3.08,0.036,0,0,5.0
15,3,2,14,28,6,4.09,0.5,1,0,15.1
17,1,4,0,28,4,3.84,0.0,0,0,3.9
19,4,4,21,28,14,3.52,0.75,1,0,99.8
20,5,2,15,28,10,1.94,0.536,1,1,36.3
19,1,4,1,28,5,1.75,0.036,1,0,7.7
16,3,5,18,28,11,2.34,0.643,0,0,50.9
17,4,3,24,28,3,4.24,0.857,0,0,24.6
15,5,4,20,28,14,4.43,0.714,1,1,101.2
22,3,4,14,28,2,1.86,0.5,1,0,11.7
19,4,4,22,28,2,2.66,0.786,1,0,22.0
11,6,3,7,28,13,1.65,0.25,0,1,5.4
22,4,3,24,28,14,2.66,0.857,1,0,120.0
16,4,3,10,28,3,4.16,0.357,0,0,4.7
21,4,6,7,28,0,3.54,0.25,1,0,4.9
22,2,2,0,28,5,4.99,0.0,1,0,5.4
20,3,4,1,28,7,2.04,0.036,1,0,7.2
14,3,3,22,28,13,3.41,0.786,1,0,99.6
11,4,4,18,28,2,4.97,0.643,0,0,5.0
16,3,2,23,28,0,3.99,0.821,0,0,5.0
11,0,4,23,28,12,2.13,0.821,0,0,89.6
12,1,2,19,28,7,2.6,0.679,0,0,24.3
20,2,6,4,28,12,3.87,0.143,1,0,6.4
20,6,6,5,28,7,1.8,0.179,1,1,2.3
19,2,8,22,28,10,3.93,0.786,1,0,117.4
20,4,2,2,28,4,1.73,0.071,1,0,4.8
17,3,4,5,28,6,3.71,0.179,0,0,5.2
13,5,4,7,28,1,1.61,0.25,1,1,4.7
17,1,3,0,28,5,2.03,0.0,0,0,2.6
15,3,2,12,28,0,3.66,0.429,1,0,2.8
11,6,6,22,28,4,3.65,0.786,0,1,33.4
18,1,2,4,28,8,3.84,0.143,0,0,4.8
18,3,2,19,28,13,1.85,0.679,0,0,40.5
14,5,3,14,28,7,3.62,0.5,1,1,24.9
20,5,3,23,28,14,4.78,0.821,1,1,120.0
22,4,4,21,28,10,4.98,0.75,1,0,68.6
17,4,2,1,28,11,3.16,0.036,0,0,5.3
21,5,2,16,28,2,3.14,0.571,1,1,6.8
12,5,6,21,28,12,4.52,0.75,0,1,89.5
15,4,3,10,28,3,3.04,0.357,1,0,4.1
11,3,4,2,28,6,4.5,0.071,0,0,4.1
17,0,10,13,28,1,1.6,0.464,0,0,6.6
16,4,3,10,28,9,4.77,0.357,0,0,6.7
22,6,4,24,28,10,3.91,0.857,1,1,120.0
11,4,1,17,28,9,1.9,0.607,0,0,22.0
11,4,2,11,28,8,3.88,0.393,0,0,3.5
11,6,2,21,28,12,3.05,0.75,0,1,59.0
18,5,3,1,28,12,2.55,0.036,0,1,3.0
13,3,5,24,28,5,2.72,0.857,1,0,70.0
17,6,5,22,28,9,2.64,0.786,0,1,72.3
15,6,4,23,28,8,2.12,0.821,1,1,97.0
19,0,4,6,28,14,3.29,0.214,1,0,3.3
13,6,2,10,28,5,4.38,0.357,1,1,6.7
13,5,4,12,28,3,3.62,0.429,1,1,2.5
16,3,1,10,28,14,2.3,0.357,0,0,2.9
19,0,10,18,28,2,3.41,0.643,1,0,21.4
22,4,6,19,28,10,4.57,0.679,1,0,71.1
18,1,2,3,28,9,2.92,0.107,0,0,7.2
19,6,8,23,28,11,1.67,0.821,1,1,120.0
18,5,2,18,28,6,2.15,0.643,0,1,22.3
13,3,8,2,28,9,4.93,0.071,1,0,6.8
15,4,10,1,28,5,3.16,0.036,1,0,7.7
17,6,2,24,28,9,4.83,0.857,0,1,76.2
21,6,2,2,28,5,3.54,0.071,1,1,3.9
15,5,6,14,28,10,4.78,0.5,1,1,49.7
15,5,4,4,28,9,4.78,0.143,1,1,3.9
19,5,2,10,28,11,4.28,0.357,1,1,4.5
14,2,8,10,28,5,2.32,0.357,1,0,6.7
11,3,2,3,28,6,2.12,0.107,0,0,3.8
12,6,3,10,28,10,3.39,0.357,0,1,2.5
11,4,6,22,28,8,4.99,0.786,0,0,59.2
11,4,5,3,28,0,3.92,0.107,0,0,4.0
14,3,6,13,28,4,3.69,0.464,1,0,4.4
19,3,2,0,28,4,3.79,0.0,1,0,2.5
12,1,5,1,28,12,3.4,0.036,0,0,3.2
21,1,2,16,28,3,1.58,0.571,1,0,12.1
19,3,4,3,28,9,1.68,0.107,1,0,7.4
12,0,4,6,28,5,2.09,0.214,0,0,7.9
12,0,6,0,28,6,3.95,0.0,0,0,5.2
16,0,1,24,28,7,3.14,0.857,0,0,39.6
22,6,4,5,28,2,2.45,0.179,1,1,2.0
15,6,3,7,28,9,2.3,0.25,1,1,5.7
11,1,3,12,28,9,4.71,0.429,0,0,4.3
16,5,4,22,28,6,2.89,0.786,0,1,45.4
18,3,2,0,28,7,4.39,0.0,0,0,3.6
16,4,1,8,28,7,2.15,0.286,0,0,5.7
15,6,4,0,28,9,2.98,0.0,1,1,7.6
14,3,4,0,28,11,4.73,0.0,1,0,6.3
19,2,6,16,28,10,4.01,0.571,1,0,50.3
16,4,4,16,28,7,2.62,0.571,0,0,21.5
14,4,2,9,28,8,3.35,0.321,1,0,6.1
17,2,2,10,28,13,2.19,0.357,0,0,7.6
11,1,4,10,28,5,2.59,0.357,0,0,6.5
11,1,6,7,28,7,4.14,0.25,0,0,2.9
14,5,3,17,28,1,4.27,0.607,1,1,5.0
11,1,3,6,28,3,3.67,0.214,0,0,3.0
22,3,5,15,28,13,3.65,0.536,1,0,56.2
19,4,3,16,28,10,1.62,0.571,1,0,38.2
18,0,3,13,28,13,3.53,0.464,0,0,6.2
19,1,3,2,28,9,1.54,0.071,1,0,3.2
18,1,3,21,28,0,2.18,0.75,0,0,5.0
19,6,4,3,28,3,2.09,0.107,1,1,6.9
17,3,2,14,28,12,3.73,0.5,0,0,23.8
17,6,4,16,28,6,4.27,0.571,0,1,19.3
22,6,3,16,28,1,4.59,0.571,1,1,5.0
16,3,3,12,28,8,3.21,0.429,0,0,2.5
12,0,2,21,28,1,1.53,0.75,0,0,5.0
12,6,6,2,28,8,3.97,0.071,0,1,4.1
14,3,4,12,28,7,2.18,0.429,1,0,3.8
15,4,5,16,28,14,3.91,0.571,1,0,62.3
13,2,6,9,28,0,4.46,0.321,1,0,6.6
11,6,3,8,28,5,2.52,0.286,0,1,6.7
19,6,4,10,28,0,1.8,0.357,1,1,2.3
19,6,3,17,28,10,1.52,0.607,1,1,49.2
14,4,4,14,28,2,4.95,0.5,1,0,10.8
16,6,6,15,28,8,3.1,0.536,0,1,30.7
14,4,4,5,28,7,3.59,0.179,1,0,4.5
14,3,4,0,28,12,4.81,0.0,1,0,6.2
12,1,3,12,28,0,1.86,0.429,0,0,2.4
11,3,5,16,28,3,4.09,0.571,0,0,8.2
17,3,2,5,28,1,4.29,0.179,0,0,3.3
16,3,2,3,28,2,2.63,0.107,0,0,2.9
16,6,4,4,28,2,2.19,0.143,0,1,3.0
11,3,3,8,28,11,4.28,0.286,0,0,6.5
20,0,3,4,28,9,3.43,0.143,1,0,2.7
14,0,2,23,28,3,1.89,0.821,1,0,23.7
13,5,4,12,28,8,1.9,0.429,1,1,3.7
22,0,5,15,28,10,2.21,0.536,1,0,42.4
13,1,2,15,28,12,1.65,0.536,1,0,41.7
12,6,4,6,28,11,3.47,0.214,0,1,6.4
12,5,3,5,28,1,2.58,0.179,0,1,5.3
15,6,10,18,28,8,3.0,0.643,1,1,81.6
14,1,5,20,28,2,3.12,0.714,1,0,17.0
13,3,3,12,28,11,4.59,0.429,1,0,2.7
13,4,2,3,28,11,1.84,0.107,1,0,7.0
17,6,3,15,28,3,4.64,0.536,0,1,5.0
12,6,2,14,28,2,4.33,0.5,0,1,5.0
22,0,1,4,28,0,4.21,0.143,1,0,3.4
12,5,2,4,28,6,4.94,0.143,0,1,3.5
18,4,2,21,28,7,4.01,0.75,0,0,29.5
19,3,5,15,28,1,3.68,0.536,1,0,6.5
14,2,3,16,28,8,4.69,0.571,1,0,29.7
18,6,2,24,28,13,4.7,0.857,0,1,112.1
13,2,1,5,28,5,4.17,0.179,1,0,6.7
21,2,2,8,28,7,4.66,0.286,1,0,3.1
13,1,3,5,28,9,2.5,0.179,1,0,5.1
18,1,4,22,28,7,3.24,0.786,0,0,40.4
21,2,2,0,28,9,1.6,0.0,1,0,3.3
13,0,6,21,28,2,3.12,0.75,1,0,18.7
14,4,4,19,28,9,4.08,0.679,1,0,58.0
20,5,2,24,28,14,1.75,0.857,1,1,120.0
18,3,4,1,28,13,4.73,0.036,0,0,4.3
19,1,3,21,28,12,4.13,0.75,1,0,76.3
12,4,2,13,28,9,3.39,0.464,0,0,6.2
21,4,5,2,28,9,2.28,0.071,1,0,2.5
14,2,2,2,28,2,4.68,0.071,1,0,7.0
19,3,2,18,28,13,1.56,0.643,1,0,50.0
18,0,2,21,28,5,2.13,0.75,0,0,18.2
21,3,4,4,28,3,1.79,0.143,1,0,6.6
20,0,4,23,28,6,3.77,0.821,1,0,61.2
16,5,10,17,28,1,2.38,0.607,0,1,8.6
19,2,4,8,28,6,4.26,0.286,1,0,4.0
13,0,5,1,28,14,2.5,0.036,1,0,7.6
19,4,2,1,28,14,3.94,0.036,1,0,3.5
14,4,4,8,28,5,2.12,0.286,1,0,6.2
17,3,8,15,28,8,2.59,0.536,0,0,36.7
14,3,3,21,28,14,4.0,0.75,1,0,91.3
11,2,2,15,28,13,2.77,0.536,0,0,30.7
17,4,5,3,28,5,3.55,0.107,0,0,6.6
16,4,2,3,28,9,3.24,0.107,0,0,3.5
17,4,6,16,28,12,3.19,0.571,0,0,45.1
21,2,4,20,28,12,2.63,0.714,1,0,74.3
21,2,4,9,28,0,2.02,0.321,1,0,4.7
11,1,3,8,28,7,2.9,0.286,0,0,2.8
20,4,2,12,28,11,2.64,0.429,1,0,7.6
13,1,3,7,28,0,3.47,0.25,1,0,2.5
22,1,6,9,28,5,4.68,0.321,1,0,7.2
22,5,3,11,28,7,2.97,0.393,1,1,6.1
18,0,4,19,28,0,4.29,0.679,0,0,5.0
17,3,2,19,28,12,2.72,0.679,0,0,29.3
11,4,2,18,28,13,3.57,0.643,0,0,35.8
15,4,2,23,28,1,3.88,0.821,1,0,7.2
20,1,2,17,28,3,2.19,0.607,1,0,9.1
11,1,2,0,28,1,4.77,0.0,0,0,6.5
14,3,2,5,28,11,2.93,0.179,1,0,3.6
17,4,4,5,28,7,1.63,0.179,0,0,3.7
18,5,4,4,28,12,2.04,0.143,0,1,7.2
17,0,3,11,28,3,4.61,0.393,0,0,2.2
19,4,1,8,28,4,2.1,0.286,1,0,3.5
13,3,3,15,28,4,3.56,0.536,1,0,12.5
16,5,2,5,28,5,3.22,0.179,0,1,6.6
17,4,2,20,28,10,2.62,0.714,0,0,33.1
19,2,5,21,28,7,3.2,0.75,1,0,53.9
20,4,4,9,28,1,2.43,0.321,1,0,6.0
15,3,3,1,28,10,3.6,0.036,1,0,3.4
14,1,6,12,28,11,3.95,0.429,1,0,7.1
16,4,5,5,28,5,2.06,0.179,0,0,5.9
15,6,6,16,28,12,3.34,0.571,1,1,74.1
16,6,2,20,28,5,3.33,0.714,0,1,18.6
15,1,5,9,28,9,1.53,0.321,1,0,5.4
13,0,4,2,28,3,1.52,0.071,1,0,2.0
12,5,3,20,28,14,3.15,0.714,0,1,67.3
21,5,2,0,28,2,2.67,0.0,1,1,4.3
16,5,3,24,28,12,4.41,0.857,0,1,114.0
16,6,2,7,28,7,1.53,0.25,0,1,5.9
12,5,4,10,28,2,2.4,0.357,0,1,3.5
12,6,2,15,28,7,4.55,0.536,0,1,18.4
11,1,3,6,28,1,3.55,0.214,0,0,4.3
12,2,6,3,28,13,4.08,0.107,0,0,2.2
21,2,2,19,28,6,4.18,0.679,1,0,26.6
12,0,2,0,28,2,1.58,0.0,0,0,3.0
21,1,3,16,28,0,4.44,0.571,1,0,5.0
20,1,3,8,28,8,3.7,0.286,1,0,7.6
17,3,2,14,28,2,1.8,0.5,0,0,6.7
15,2,4,23,28,5,2.95,0.821,1,0,51.3
15,1,3,11,28,9,2.0,0.393,1,0,7.3
15,6,5,17,28,12,3.98,0.607,1,1,74.9
18,5,3,18,28,8,3.23,0.643,0,1,31.1
21,5,3,15,28,6,3.76,0.536,1,1,25.0
11,0,4,7,28,13,4.3,0.25,0,0,2.3
18,2,3,22,28,2,2.68,0.786,0,0,8.9
18,3,5,19,28,12,2.69,0.679,0,0,50.3
22,0,4,5,28,2,2.82,0.179,1,0,5.0
14,3,3,0,28,12,2.23,0.0,1,0,3.0
17,2,2,12,28,12,3.08,0.429,0,0,2.7
21,1,2,9,28,7,2.98,0.321,1,0,7.8
12,0,2,2,28,9,1.54,0.071,0,0,2.8
20,5,4,10,28,5,4.88,0.357,1,1,2.9
16,1,6,11,28,3,2.03,0.393,0,0,4.4
15,5,3,9,28,7,3.44,0.321,1,1,5.9
17,3,3,9,28,10,4.42,0.321,0,0,4.9
21,5,3,7,28,12,2.55,0.25,1,1,3.6
16,1,5,5,28,14,3.51,0.179,0,0,4.7
20,0,2,21,28,2,4.68,0.75,1,0,8.9
22,5,2,8,28,3,3.89,0.286,1,1,3.9
18,1,4,9,28,10,1.62,0.321,0,0,3.6
21,0,4,1,28,2,4.21,0.036,1,0,5.2
21,0,2,10,28,12,4.55,0.357,1,0,3.6
18,5,4,14,28,9,3.64,0.5,0,1,25.2
19,0,8,24,28,5,3.24,0.857,1,0,88.7
18,3,1,22,28,3,1.93,0.786,0,0,13.9
15,4,4,16,28,0,2.13,0.571,1,0,5.0
18,5,2,13,28,1,2.35,0.464,0,1,4.8
13,1,4,21,28,6,3.63,0.75,1,0,46.2
19,3,2,3,28,9,4.58,0.107,1,0,7.8
12,6,2,0,28,4,4.25,0.0,0,1,7.9
16,3,2,18,28,12,2.61,0.643,0,0,32.1
20,3,3,20,28,9,4.06,0.714,1,0,54.6
17,0,2,7,28,10,4.12,0.25,0,0,3.9
17,6,4,16,28,6,2.95,0.571,0,1,18.6
13,5,4,18,28,7,4.57,0.643,1,1,40.9
19,2,4,5,28,5,2.1,0.179,1,0,3.3
21,2,2,12,28,13,2.52,0.429,1,0,6.7
15,6,3,1,28,7,3.76,0.036,1,1,8.0
12,2,1,8,28,5,2.62,0.286,0,0,3.2
15,3,2,16,28,3,2.33,0.571,1,0,12.9
21,2,4,6,28,2,3.96,0.214,1,0,4.3
17,6,2,2,28,6,2.53,0.071,0,1,2.9
17,1,3,22,28,6,4.7,0.786,0,0,32.0
15,1,4,17,28,14,3.58,0.607,1,0,59.9
14,1,6,3,28,3,4.21,0.107,1,0,7.4
17,5,2,3,28,13,3.97,0.107,0,1,7.6
12,2,4,0,28,3,4.75,0.0,0,0,5.9
16,3,2,15,28,4,2.79,0.536,0,0,5.0
12,0,3,12,28,3,2.12,0.429,0,0,2.1
11,1,4,2,28,0,3.02,0.071,0,0,3.9
14,1,4,17,28,14,4.45,0.607,1,0,69.3
17,3,2,11,28,0,2.81,0.393,0,0,2.1
12,4,4,1,28,5,2.13,0.036,0,0,2.0
14,2,3,4,28,13,1.59,0.143,1,0,6.6
19,4,2,17,28,9,3.6,0.607,1,0,37.3
20,3,2,11,28,10,3.85,0.393,1,0,4.1
21,5,2,21,28,4,3.16,0.75,1,1,35.4
15,3,3,19,28,13,4.91,0.679,1,0,68.8
14,3,2,14,28,14,3.35,0.5,1,0,40.3
12,5,3,5,28,8,2.63,0.179,0,1,5.9
20,1,4,0,28,1,2.91,0.0,1,0,7.8
21,3,4,8,28,14,3.84,0.286,1,0,3.5
11,3,4,3,28,8,2.36,0.107,0,0,2.4
21,0,4,8,28,4,4.0,0.286,1,0,6.8
22,4,2,9,28,9,4.04,0.321,1,0,7.6
15,3,2,9,28,9,4.56,0.321,1,0,4.0
22,4,2,5,28,3,4.67,0.179,1,0,4.5
16,0,2,14,28,3,4.01,0.5,0,0,5.0
